provincia,zona,titulo,PrecioActual,PrecioAnterior,metros,habitaciones,ascensor,localizacion,planta,baños,tags,descripcion,Enlace
madrid,ciudad-lineal,"Piso en calle de San Marcelo, 22, Ventas, Madrid",355000,0,69,2,S,EXTERIOR,5ª,1,"VIVIENDA,LUMINOSO,VISTAS,REFORMADA,PORTERO,EXTERIOR","Particular Vende vivienda totalmente reformada, cocina independiente, salón, dos dormitorios y un baño. Amplias vistas a zonas ajardinadas y portero físico.Todas las ventanas dan al exterior, muy luminoso y soleado, sin ruidos de la calle.Características generales:- Suelos porcelánicos imitación mármol.- Ventanas c",https://www.idealista.com/inmueble/106956987/
madrid,carabanchel,"Piso en calle Cabo Nicolás Mur, San Isidro, Madrid",149000,159000,91,3,N,EXTERIOR,1ª,0,"PISO,EXCLUSIVA,INMOBILIARIA,OPORTUNIDAD","Inmobiliarias Encuentro vende en exclusiva la NUDA PROPIEDAD PARA INVERSORES Presentamos este fantástico piso en el barrio de San Isidro, Madrid, ideal para quienes buscan una excelente oportunidad de inversión. Se trata de una nuda propiedad, lo que lo convierte en una opción altamente atractiva para garantizar rentab",https://www.idealista.com/inmueble/106906044/
madrid,centro,"Piso en calle de Rodas, Lavapiés-Embajadores, Madrid",195000,0,36,1,S,,2ª,0,"EXCLUSIVA,ESTUDIO","ESTUDIO EN PLENO CENTRO DE MADRIDSarago Servicios Inmobiliarios presenta, en exclusiva, este fantástico estudio en segunda planta con ascensor, en pleno centro de Madrid. El estudio se encuentra en perfecto estado de conservación, listo para entrar a vivir.Según la distribución actual el estudio cuenta con: cocina",https://www.idealista.com/inmueble/107306175/
madrid,usera,"Piso en calle de Ferroviarios, Almendrales, Madrid",195000,0,58,1,S,INTERIOR,BAJO,0,"VIVIENDA,HOGAR,FUNCIONAL","Esta acogedora vivienda, ubicada en una planta baja, es perfecta para quienes buscan un hogar listo para entrar a vivir, sin necesidad de realizar ninguna reforma. Con un dormitorio, salón y cocina, ofrece todo lo necesario para disfrutar de un espacio funcional, cómodo y muy bien comunicado.Al entrar, te recibe un a",https://www.idealista.com/inmueble/106325171/
madrid,tetuan,"Dúplex en Bellas Vistas, Madrid",715000,750000,140,3,S,EXTERIOR,2ª,0,"TERRAZA,EXCLUSIVA,MODERNO","Maravilloso ATICO de reciente construcción, con TERRAZA en el centro de Madrid.En una calle muy tranquila, y RESIDENCIAL, cerca de todos los comercios (farmácia, panadería, carnicería, gimnasio, etc), esta EXCLUSIVA propiedad, prima por su luminosidad y acabados modernos.Con una distribución en duplex, la planta p",https://www.idealista.com/inmueble/106627265/
madrid,arganzuela,"Piso en Mazarredo, 18, Imperial, Madrid",1257000,0,135,3,S,EXTERIOR,3ª,0,"VIVIENDA,VISTAS,PISCINA,IMPRESIONANTE,EXTERIOR","Un lugar que te cambiará la vida.Magnifico proyecto de obra nueva de Darya Homes en en una ubicación privilegiada, entre el Palacio Real, Madrid Río y La Latina.Evela es un edificio 52 viviendas todas exteriores de 1, 2 y 3 dormitorios con una impresionante piscina en azotea con vistas al Palacio, además de garaj",https://www.idealista.com/inmueble/106855026/
madrid,barrio-de-salamanca,"Piso en calle de Núñez de Balboa, Recoletos, Madrid",830000,0,81,1,S,INTERIOR,6ª,0,"PISO,LUMINOSO,EQUIPADA,PORTERO,PATIO","Piso muy luminoso y con ubicación ideal en el corazón del barrio Salamanca.Consta de 81 m², en una 6 planta con portero y ascensor en un edificio con recibidor muy cuidado.Se distribuye en un espacioso salón – comedor con ventanas a un patio de manzana por donde recibe luz durante todo el día, una cocina equipada,",https://www.idealista.com/inmueble/106664996/
madrid,puente-de-vallecas,"Piso en calle de Rodríguez Espinosa, s/n, Palomeras Bajas, Madrid",70000,0,43,1,N,EXTERIOR,1ª,0,OPORTUNIDAD,"OPORTUNIDAD INMUEBLE SIN POSESIÓN, NO SE PUEDE VISITAR, PROPIO PARA INVERSORES O VECINOS QUE CONOZCAN EL INMUEBLE.Disponemos de una amplia cartera de inmuebles sin posesión en Madrid y en toda España, PROPIO PEQUEÑO Y GRAN INVERSOR.Madrid es un municipio y una ciudad de España.La localidad, con categoría histórica",https://www.idealista.com/inmueble/105588381/
madrid,moncloa,"Chalet adosado en calle de la Isla de Alegranza, 51, Ciudad Universitaria, Madrid",2150000,0,500,6,,,,0,"EXCLUSIVA,INMOBILIARIA","Mavericks Inmobiliaria comercializa con carácter de exclusiva esta propiedad de obra nueva. El inmueble se encuentra en construcción actualmente. El plazo estimado de entrega es a finales de noviembre del año 2025. Contamos con el proyecto al detalle, memoria de calidades, planos y toda la documentación que usted pudie",https://www.idealista.com/inmueble/106320122/
madrid,chamberi,"Piso en Blanca de Navarra, 4, Almagro, Madrid",1847800,0,139,2,S,EXTERIOR,3ª,0,"VIVIENDA,TERRAZA,PISCINA,GARAJE","Blanca de Navarra 4 es una promoción de obra nueva, en el corazón del barrio de Almagro, junto al Paseo de la Castellana. Consta de 8 viviendas de 1 y 2 dormitorios, con trasteros incluidos en el precio, gimnasio, terraza con piscina y plazas de garaje electrificadas opcionales. Con las calidades y garantía del Grupo R",https://www.idealista.com/inmueble/104588585/
madrid,arganzuela,"Piso en calle de Jaime el Conquistador, Chopera, Madrid",509000,530000,90,3,S,EXTERIOR,1ª,2,"PISO,LUMINOSO,INMOBILIARIA,MODERNO","Inmobiliarias Encuentro vende piso en jaime el conquistador.Luminoso y moderno piso está situado en una primera planta y cuenta con una excelente distribución que ofrece comodidad y amplitud en todos sus espacios. Con 3 dormitorios, ideales para adaptarse a tus necesidades, y 2 baños completos, es perfecto para una f",https://www.idealista.com/inmueble/107211967/
madrid,chamartin,"Chalet adosado en paseo de los Cerezos, Bernabéu-Hispanoamérica, Madrid",1985000,0,375,5,,,,0,"LUJO,CHALET,HOGAR","Walter Haus te invita a descubrir el enclave privilegiado de este chalet adosado de cuatro plantas, una verdadera obra maestra donde el lujo y la comodidad convergen para ofrecerte un estilo de vida único. Desde su diseño impecable hasta su distribución cuidadosamente pensada, esta propiedad representa el hogar perfect",https://www.idealista.com/inmueble/104853038/
madrid,usera,"Piso en calle Horizón, 3, Orcasitas, Madrid",275000,0,80,2,S,EXTERIOR,2ª,0,"","Negociable, incluir los muebles que figuran en las fotos.",https://www.idealista.com/inmueble/105663331/
madrid,barrio-de-salamanca,"Piso en calle de Núñez de Balboa, Recoletos, Madrid",1789000,0,152,2,S,INTERIOR,2ª,0,"PISO,REFORMADO,HOGAR","Este maravilloso piso, recientemente reformado, es una joya en el mercado inmobiliario, comercializado por Kensington International. Con una superficie de 152 m² catastrales, la propiedad destaca no solo por su tamaño, sino por una distribución excepcional que optimiza cada rincón, convirtiéndolo en un hogar acogedor y",https://www.idealista.com/inmueble/105959639/
madrid,barrio-de-salamanca,"Piso en calle del Vizconde de Matamala, 26, Fuente del Berro, Madrid",380000,0,67,1,S,EXTERIOR,1ª,0,"PISO,LUMINOSO,PATIO,NUEVO","Piso en distrito Salamanca, muy bien comunicado, zona tranquila. Muy buen estado, como nuevo. Suelo de tarima, tendedero, luminoso, pequeño patio comunitario accesible, trastero común.",https://www.idealista.com/inmueble/106643089/
madrid,puente-de-vallecas,"Piso en calle Pico de la Maliciosa, Numancia, Madrid",220000,0,76,3,N,EXTERIOR,2ª,2,"AMPLIO,EQUIPADA,METRO,ELECTRODOMÉSTICOS","Ubicado a tan solo 200 metros de la estación de metro Puente de Vallecas (Línea 1), a solo 3 minutos a pie. Esta propiedad cuenta con 3 dormitorios, un amplio salón y 2 baños, completamente renovado, ideal tanto para vivir como para inversión.La cocina está equipada con todos los electrodomésticos necesarios y los su",https://www.idealista.com/inmueble/106595172/
madrid,villaverde,"Piso en calle de Sáhara, 46, Los Rosales, Madrid",145000,0,58,2,N,EXTERIOR,1ª,0,"PISO,EQUIPADA,METRO","Fantástico piso en Villaverde en primera planta, consta de dos dormitorios, un cuarto de baño, salón comedor y cocina equipada, zona cercana de metro y tren.",https://www.idealista.com/inmueble/105872702/
madrid,barrio-de-salamanca,"Piso en calle de Goya, Goya, Madrid",3600000,0,379,5,S,EXTERIOR,3ª,0,"VIVIENDA,PISO,REFORMADO,TERRAZA,ESTRENAR,EQUIPADA,PRESTIGIOSO,AMUEBLADA,ELECTRODOMÉSTICOS,EXTERIOR","Lucas Fox presenta este extraordinario piso exterior meticulosamente reformado y a estrenar, ubicado en pleno distrito de Salamanca, uno de los más prestigiosos de Madrid.La vivienda se ubica en una planta alta con ascensor. La zona de noche presenta cinco dormitorios, uno con su propio vestidor, y cuatros baños. La zona de día presenta un salón doble muy espacioso con terraza, un comedor y una cocina semiabierta al comedor que se presenta completamente equipada y amueblada con muebles de diseño y electrodomésticos de alta gama. La distribuc",https://www.idealista.com/inmueble/106350283/
madrid,fuencarral,"Piso en calle de la Isla de Sumatra, 51, Tres Olivos - Valverde, Madrid",330000,0,92,2,N,EXTERIOR,BAJO,0,"VIVIENDA,EXCLUSIVA,HOGAR","REF. 2121/88. ¡Descubre tu hogar ideal sin comisiones adicionales en Alfa Urban Home!Si estás en busca del hogar de tus sueños o deseas realizar una inversión segura, ¡has llegado al lugar correcto! Presentamos en exclusiva esta encantadora vivienda con una superficie construida de 92 m2 construidos y 77 m2 de vivien",https://www.idealista.com/inmueble/104795261/
madrid,retiro,"Piso en calle del Doctor Castelo, Ibiza, Madrid",1295000,0,124,3,S,EXTERIOR,3ª,0,"VIVIENDA,PISO,REFORMADO,VISTAS,INMOBILIARIA,HOGAR,PRESTIGIOSO,MODERNO,FUNCIONAL,METRO,EXTERIOR","En el corazón del prestigioso barrio de Ibiza, Madrid, se encuentra este piso reformado de 124 metros cuadrados, una joya inmobiliaria que combina elegancia, confort y una ubicación privilegiada. Situado en una tercera planta exterior, este inmueble ofrece luminosidad y vistas despejadas, creando un ambiente acogedor y tranquilo para sus residentes. La vivienda ha sido cuidadosamente renovada con materiales de alta calidad y un diseño funcional, lo que la convierte en una opción ideal para aquellos que buscan un hogar moderno y listo para entra",https://www.idealista.com/inmueble/107205967/
madrid,chamberi,"Piso en calle de Medellín, Trafalgar, Madrid",1200000,0,130,3,S,EXTERIOR,4ª,0,"PISO,TERRAZA,AMPLIO","ZONA TRAFALGAR - PROXIMAMENTE PLANO!Trafalgar - Redpiso vende en pleno centro de Madrid, situado en calle Medellín. 4ª planta consta de 130 m2 y está distribuida en: amplio salón con acceso a terraza de 4 m2 aproximadamente, comedor, cocina independiente con dos entradas (por pasillo y otro por el comedor), 2 cuartos",https://www.idealista.com/inmueble/107115492/
madrid,moratalaz,"Piso en calle del Corregidor Señor de la Elipa, Marroquina, Madrid",152000,0,55,2,N,,BAJO,0,"PISO,EXCLUSIVA,INTERIOR","Inmueble sin posesión y sin acceso al interior. Las fotografías del interior y las características del activo, pueden no ajustarse al estado actual. ¿Estás interesado en comprar un piso en Madrid?¡Tenemos en exclusiva un piso para ti!Disponemos de un piso en edificio residencial que puedes adquirir en propiedad, co",https://www.idealista.com/inmueble/106410784/
madrid,barrio-de-salamanca,"Piso en Lista, Madrid",1020000,0,110,2,S,EXTERIOR,3ª,1,"VIVIENDA,PISO,REFORMADO,AMPLIO,SUITE,ARMARIOS","Excelente piso completamente reformado con exquisitas calidades.Sus estancias se caracterizan por la luminosidad y la tranquilidad, creando así un espacio armonioso.La vivienda consta de dormitorio principal con baño en suite, y otro dormitorio amplio, con armarios empotrados y un baño independiente. La zona social",https://www.idealista.com/inmueble/96296030/
madrid,chamartin,"Piso en calle de Marcenado, Ciudad Jardín, Madrid",519000,0,99,3,S,EXTERIOR,1ª,0,"VIVIENDA,PISO,VISTAS,EXCLUSIVA,PARQUE,METRO,EXTERIOR","En exclusiva Redpiso vende vivienda en C/ Marcenado esquina con C/ Pradillo, exterior con vistas despejadas, y a pocos metros del estupendo parque de Berlín! En primera planta con ascensor. De 99 metros construidos, distribuidos en 3 dormitorios, salón-comedor, cocina independiente con salida a una pequeña terracita te",https://www.idealista.com/inmueble/106908774/
madrid,moncloa,"Ático en Aravaca, Madrid",1300000,0,240,4,S,EXTERIOR,2ª,0,"ÁTICO,PISCINA,URBANIZACIÓN,METRO","Fantástico ático, urbanización cerrada y con vigilancia 24 horas, amplias zonas ajardinadas con piscina en pleno corazón de Aravaca, ubicado a escasos metros del pueblo, con todos los servicios, bien comunicado con transporte publico, a 10 minutos de Moncloa y fácil acceso a vías principales. Cabe destacar las preciosa",https://www.idealista.com/inmueble/107078640/
madrid,centro,"Piso en calle del Prado, Huertas-Cortes, Madrid",800000,810000,114,2,S,INTERIOR,2ª,0,"PISO,AMPLIO,MODERNO,PATIO,INTERIOR","SE VENDE TOTALMENTE EQUIPADO Y AMUEBLADO SEGUN LAS FOTOS.Situado en el corazón del histórico barrio de Las Letras, este espacioso y moderno piso se encuentra en la conocida calle Prado y es ideal para 4 personas. Es un piso interior a un amplio y bonito patio de manzana con fuente de agua pequeña, lo cual lo hace muy",https://www.idealista.com/inmueble/106060155/
madrid,carabanchel,"Piso en Buena Vista, Madrid",159000,0,59,2,N,INTERIOR,1ª,0,"PISO,AMPLIO,HOGAR,FUNCIONAL","Te presentamos este estupendo piso en planta baja de 59 m² distribuidos de forma ideal para aprovechar al máximo cada rincón. Cuenta con 2 dormitorios (antes 3), un amplio salón, una funcional cocina y un cuarto de baño con ventana y plato de ducha.Un hogar acogedor y listo para disfrutarIluminación natural: Gracias",https://www.idealista.com/inmueble/106991781/
madrid,ciudad-lineal,"Piso en calle de Caleruega, 51, Costillares, Madrid",995000,0,158,4,S,EXTERIOR,16ª,0,"VIVIENDA,PISO,AMPLIO,VISTAS,CHIMENEA,EXTERIOR","Vivienda exterior con amplias vistas al skyline de Madrid, ubicada en la Calle Caleruega, barrio de Pinar de Chamartín, con 158 m² construidos y reforma integral finalizada en 2019. Las fotos del piso son reales (no render)Cuenta con un salón-comedor amplio con chimenea de bioetanol, cocina abierta con isla central y",https://www.idealista.com/inmueble/107135200/
madrid,chamartin,"Piso en avenida de Pío XII, Castilla, Madrid",550000,0,80,1,S,EXTERIOR,13ª,1,"VIVIENDA,PISO,AMPLIO,VISTAS,IMPRESIONANTE,PRESTIGIOSO,MODERNO,ARMARIOS,EXTERIOR","Se vende magnífico piso en el prestigioso distrito de Chamartín, con una superficie de 80 m² construidos, completamente exterior, con abundante luz natural y unas impresionantes vistas del skyline de Madrid.La vivienda dispone de un dormitorio amplio con armarios empotrados y un baño completo equipado con un moderno p",https://www.idealista.com/inmueble/107252857/
madrid,tetuan,"Piso en calle de Ávila, Cuatro Caminos, Madrid",210000,0,41,1,S,EXTERIOR,BAJO,0,"APARTAMENTO,FUNCIONAL,METRO","Si estás buscando una inversión rentable y lista para empezar a generar ingresos desde el primer día, este apartamento es justo lo que necesitas. Con 45 metros cuadrados y una reforma integral recién terminada, esta propiedad combina estilo, funcionalidad y rentabilidad. Además, cuenta con licencia de alquiler turístic",https://www.idealista.com/inmueble/106962715/
madrid,centro,"Piso en calle Mayor, Palacio, Madrid",1150000,0,196,4,S,EXTERIOR,2ª,0,"PISO,ESPECTACULAR,FINCA,HOGAR,NUEVO","¡DESCUBRE TU NUEVO HOGAR EN EL CORAZON DE MADRID!FINCA EXENTA DE IBIEste espectacular piso, ubicado en una de las calles más emblemáticas de la capital, te ofrece la combinación perfecta de historia y modernidad. A solo unos pasos del icónico Mercado de San Miguel y la Plaza de la Villa, este inmueble de 196 m² en",https://www.idealista.com/inmueble/107243703/
madrid,moncloa,"Chalet adosado en calle Pilar de Andrade. 23 -, 25, El Plantío, Madrid",887315,0,279,4,,,,0,"EXCLUSIVO,CHALET,PISCINA","Promoción de Obra Nueva; 4 exclusivos Chalets con piscina, desde 887.315 €, de arquitectura vanguardista en una de las mejores zonas de Madrid, El Plantío, entre Pozuelo, Aravaca y Majadahonda.Diseñados para proporcionar el máximo confort y bienestar a ti y tu familia, cada chalet se caracteriza por ofrecer una vivie",https://www.idealista.com/inmueble/106990446/
madrid,barrio-de-salamanca,"Piso en calle de Castelló, Castellana, Madrid",1329000,0,135,2,S,,1ª,0,"VIVIENDA,PISO,FINCA,ELEGANTE","ACOGEDOR PISO EN CALLE CASTELLÓSarago Servicios Inmobiliarios presenta esta fantástica vivienda ubicada en el Barrio de Salamanca, una de las zonas más elegantes y cotizadas de Madrid. La vivienda se encuentra en una finca representativa con y ascensor.El piso, situado en una primera planta, cuenta con 2 habitacion",https://www.idealista.com/inmueble/106448393/
madrid,centro,"Piso en calle del León, Huertas-Cortes, Madrid",529000,549000,87,3,N,EXTERIOR,2ª,1,"PISO,OPORTUNIDAD,PRESTIGIOSO","GILMAR CONSULTING INMOBILIARIO CENTRO presenta a sus clientes una excelente oportunidad de inversión en el prestigioso barrio de Las Letras, en Madrid. Se trata de un espacioso piso de 87 m2, con 3 dormitorios y 1 baño, ubicado en la zona de Cortes. Esta propiedad cuenta con una orientación sur, lo que garantiza una gr",https://www.idealista.com/inmueble/105367340/
madrid,barrio-de-salamanca,"Piso en calle de Ayala, Goya, Madrid",2990000,0,308,5,S,EXTERIOR,4ª,0,"AMPLIO,INMOBILIARIA,HALL,PRESTIGIOSO,MODERNO,GOYA","K&N Elite Inmobiliaria presenta: Magnífica Residencia en Salamanca - GoyaImagina vivir en el corazón del prestigioso barrio de Salamanca - Goya, Madrid. K&N Elite Inmobiliaria te ofrece esta espléndida residencia de 308 m², que combina la elegancia clásica con el confort moderno.Al entrar, un amplio hall recibidor",https://www.idealista.com/inmueble/105280062/
madrid,chamberi,"Ático en Almagro, Madrid",1390000,0,110,2,S,EXTERIOR,9ª,0,"AMPLIO,ÁTICO,ESPECTACULAR,INMOBILIARIA,HOGAR,NUEVO","VENDRE &ARCHETER INMOBILIARIA TE PRESENTA EL ATICO DE TUS SUEÑOS¡ Descubre tu nuevo hogar en el corazón de Chamberí! Este espectacular ático en Almagro te ofrece una experiencia de vida única. Con 110 m² construidos, este espacio combina elegancia y comodidad, destacando por su amplio salón que invita a momentos inolvi",https://www.idealista.com/inmueble/106176487/
madrid,hortaleza,"Piso en calle Azagra, 14, Pinar del Rey, Madrid",136000,0,68,1,N,EXTERIOR,3ª,0,"PISO,OPORTUNIDAD","NO TE COBRAMOS COMISION. Oportunidad sólo para inversores. El activo se encuentra ocupado por personas sin titulo en vigor, se trata de anteriores inquilinos que no pagas.Debido al estado ocupacional del activo, no se pueden realizar visitas al mismo.Piso de segunda mano en venta situado en Madrid capital, zona de H",https://www.idealista.com/inmueble/107137889/
madrid,hortaleza,"Piso en avenida de Niceto Alcalá Zamora, Sanchinarro, Madrid",600000,610000,105,3,S,EXTERIOR,3ª,0,"PISO,AMPLIO,EXCLUSIVA,HOGAR,NUEVO,EXTERIOR","¡Descubre tu nuevo hogar en Sanchinarro, una de las zonas más exclusivas de Madrid! Este magnífico piso de 105 m² construidos y 90 m² útiles te ofrece un espacio lleno de luz gracias a su orientación norte-sur y su diseño todo exterior, excepto los aseos. Con tres dormitorios amplios, dos baños completos, un salón acog",https://www.idealista.com/inmueble/107007331/
madrid,barrio-de-salamanca,"Piso en calle de Hermosilla, Recoletos, Madrid",6000000,0,380,5,S,EXTERIOR,4ª,0,"VIVIENDA,EXCLUSIVA,LUJO,INMOBILIARIA,METRO","Álvora Capital Properties, consultora inmobiliaria especializada en activos prime en Madrid, presenta esta majestuosa vivienda situada en una ubicación inigualable del Barrio de Salamanca, a escasos metros de la calle Serrano y en pleno corazón de la Milla de Oro, rodeada de las boutiques de lujo más exclusivas de la c",https://www.idealista.com/inmueble/107172923/
madrid,barrio-de-salamanca,"Piso en calle de Diego de León, Lista, Madrid",2619000,0,219,4,S,EXTERIOR,4ª,0,"VIVIENDA,REFORMADA,ESTRENAR,EXTERIOR","Homely One le ofrece Magnífica Vivienda Exterior, Reformada a Estrenar con muchísima Luz Natural.Se encuentra ubicada en zona emblemática del señorial Barrio de Salamanca de la comercial calle Diego de León, Zona con infinidad de boutiques de moda y reconocidas firmas, así como los mejores restaurantes de la capital.",https://www.idealista.com/inmueble/106975654/
madrid,san-blas,"Piso en avenida de Hellín, Hellín, Madrid",128000,0,59,20,N,EXTERIOR,BAJO,0,"VIVIENDA,FINCA","Especial Inversores. Se vende ALQUILADO A TERCEROS renta mercado. No podemos dar acceso a la vivienda para visitarla. En consecuencia, no podría constituirse financiación hipotecaria sobre este tipo de fincas, cuya adquisición requerirá el otorgamiento de otro tipo de garantías en caso de solicitarse financiación.Func",https://www.idealista.com/inmueble/106562409/
madrid,arganzuela,"Piso en calle de Segovia, Imperial, Madrid",375000,0,63,1,S,INTERIOR,7ª,0,INTERIOR,"Te presentamos propiedad ubicada en la SÉPTIMA PLANTA interior con doble ascensor del edificio situada en la histórica calle Segovia.Nuestro equipo de arquitectos te ofrece un asesoramiento personalizado y sin coste sobre las posibilidades de reforma de este inmueble.Podrás acceder a anteproyectos a medida, con pre",https://www.idealista.com/inmueble/105692668/
madrid,centro,"Estudio en calle de la Princesa, 12, Malasaña-Universidad, Madrid",280000,0,40,,S,EXTERIOR,7ª,0,"OPORTUNIDAD,HOGAR,METRO,NUEVO,ESTUDIO","¡Descubre tu nuevo hogar en el corazón de Madrid! Este encantador estudio en la emblemática calle Princesa te ofrece una oportunidad única para vivir en una de las zonas más cotizadas de la ciudad. Con 35 metros cuadrados útiles y un total de 42 metros construidos, este espacio está diseñado para aprovechar al máximo c",https://www.idealista.com/inmueble/107137012/
madrid,latina,"Piso en calle de Cardenal Mendoza, Puerta del Ángel, Madrid",180000,0,47,2,N,EXTERIOR,1ª,0,"PISO,ÁTICO,INMOBILIARIA,CASA,HOGAR,NUEVO","Conoce ESTUCASA Madrid | Inmobiliaria en Puerta de Ángel¡Descubre tu nuevo hogar dentro del barrio emblemático de Puerta del Ángel! Este encantador piso, te ofrece la combinación perfecta de comodidad y estilo. Con 47 m² construidos y 35 m² útiles, cuenta con dos habitaciones, un acogedor salón perfecto para reunione",https://www.idealista.com/inmueble/107285194/
madrid,moncloa,"Piso en de Evangelina Sobredo Galanes, s/n, Valdemarín, Madrid",571850,0,93,1,S,EXTERIOR,BAJO,0,"VIVIENDA,TERRAZA,LUJO,PISCINA,JARDÍN","OBRA NUEVA DE VIVIENDAS TURÍSTICAS DE LUJO E INTELIGENTES EN VALDEMARIN.48 VIVIENDAS de 1 DORMITORIO, CON LAS MAXIMAS CALIDADES, amplias terrazas y zonas verdes, así como piscinas privadas en plantas altas y bajas.URBANIZACION CON MULTITUD DE SERVICIOS:•Jardín y piscina colectiva.•Piscina Infinity climatizada d",https://www.idealista.com/inmueble/106369174/
madrid,carabanchel,"Piso en calle del General Ricardos, Opañel, Madrid",146990,0,72,2,S,EXTERIOR,2ª,0,"PISO,FINCA,METRO","Housfy vende NUDA PROPIEDAD en Opañel, Carabanchel, Madrid.Detalles del inmueble:-Se vende NUDA PROPIEDAD con USUFRUCTUARIO de 75 años.-NO SE PUEDE VISITAR.- Piso de 72 m2 en Opañel. (Los metros cuadrados están verificados con la Dirección General de Catastro).-Finca con ascensor de 1951.-Para más información p",https://www.idealista.com/inmueble/106290402/
madrid,tetuan,"Piso en calle de Tablada, Berruguete, Madrid",545000,0,90,3,S,EXTERIOR,2ª,2,"PISO,REFORMADO,AMPLIO,ESPECTACULAR,HOGAR,MODERNO,NUEVO","¡Descubre tu nuevo hogar en el corazón del Barrio Berruguete, en el distrito de Tetuán! Este espectacular piso de 90 m², construido en 1983 y completamente reformado, te ofrece un espacio moderno y acogedor, ideal para disfrutar de la vida urbana con todas las comodidades.Con 3 amplios dormitorios y 2 baños, este pis",https://www.idealista.com/inmueble/106925115/
madrid,hortaleza,"Casa o chalet independiente en calle Castillo de Aysa, Conde Orgaz-Piovera, Madrid",5500000,0,1150,9,,,,0,"TERRAZA,VISTAS,CHALET,PARQUE,IMPRESIONANTE,PARCELA","Impresionante chalet independiente de 1.150 m2 con unas espléndidas vistas de todo el Parque Conde de Orgaz. Ubicado sobre una parcela de 1.300 m2, el chalet es de reciente construcción con mucha privacidad y una distribución muy cómoda, donde todas sus estancias, son muy amplias.Cabe destacar las distintas terrazas q",https://www.idealista.com/inmueble/35671060/
madrid,centro,"Ático en calle del León, 10, Huertas-Cortes, Madrid",440000,0,82,1,S,EXTERIOR,4ª,0,"ÁTICO,ESPECTACULAR,OPORTUNIDAD","Actualmente, está en proceso de alquiler, lo que podría ser una excelente oportunidad para el comprador que quiera obtener rentabilidad.Descubre el encanto de vivir en el corazón del Barrio de las Cortes, en Madrid, con este espectacular ático ubicado en la emblemática calle León 10. Situado en la cuarta planta de un",https://www.idealista.com/inmueble/106792868/
madrid,centro,"Dúplex en calle de Embajadores, Lavapiés-Embajadores, Madrid",595000,0,132,3,S,EXTERIOR,5ª,0,"TERRAZA,EXCLUSIVA,PARQUE,DÚPLEX,METRO","Se vende DÚPLEX con terraza de 132 m2, en una de las zonas más tranquilas y exclusivas de Lavapiés, a escasos metros de la Ronda de Atocha, a 3 minutos del metro de Embajadores, 15 minutos de la estación de Atocha Renfe, Embajadores y parque del Retiro; así como varias lí-neas de autobús con parada en la paralela ronda",https://www.idealista.com/inmueble/107256459/
madrid,tetuan,"Piso en calle de Villaamil, 41, Berruguete, Madrid",228000,0,36,2,N,INTERIOR,4ª,0,"VIVIENDA,CASA","¡Tu Casa, Tu Futuro, Tus Términos!¿Has soñado con tener tu propia casa? ¡Ahora es más fácil que nunca!En YOUHOMEY GLOBAL S. L. U, entendemos que la compra de una vivienda es una de las decisiones más importantes de tu vida. Por eso, queremos ofrecerte una solución a tu medida con facilidades de pago en plazos de 12",https://www.idealista.com/inmueble/104342935/
madrid,moncloa,"Piso en Argüelles, Madrid",520000,0,57,1,S,EXTERIOR,,0,"VIVIENDA,PISO,TERRAZA,LUMINOSO,ESPECTACULAR,FINCA,APARTAMENTO,MODERNO,VENTANALES",Luminoso apartamento con terraza en ArgüellesEngel & Völkers presenta este luminoso y moderno piso con terraza en una finca emblemática de la calle Princesa esquina con Quintana. Este piso goza de una espectacular luz natural gracias a los grandes ventanales que posee y a su orientación suroeste. La vivienda se distri,https://www.idealista.com/inmueble/107262796/
madrid,carabanchel,"Ático en Comillas, Madrid",360000,0,78,2,S,EXTERIOR,10ª,1,"REFORMADO,TERRAZA,AMPLIO,ÁTICO,VISTAS,ESPECTACULAR,METRO","Precioso ático reformado, con terraza y unas vistas espectaculares a todo Madrid. Son 78 metros construidos según catastro, distribuidas en un amplio salón con mesa de comedor y mesa de trabajo, cocina abierta con una pequeña isla, dos habitaciones, la principal con vestidor y un baño en suita, y otro baño. Súper lumin",https://www.idealista.com/inmueble/107263830/
madrid,chamberi,"Piso en Alonso Cano, 68, Nuevos Ministerios-Ríos Rosas, Madrid",1565970,0,162,3,S,EXTERIOR,5ª,0,"EXCLUSIVO,GARAJE","Avance de obras: Fachada terminada. Entrega en el último trimestre de 2025. 60% vendido.ESTE INMUEBLE CUENTA CON 2 PLAZAS DE GARAJE Y 1 TRASTERO INCLUIDOS EN EL PRECIO.Alonso Cano 68 es un exclusivo conjunto residencial situado en el corazón de Chamberí, en la zona de moda en Madrid. Este proyecto premium ofrece s",https://www.idealista.com/inmueble/105673878/
madrid,barrio-de-salamanca,"Piso en calle de Núñez de Balboa, Recoletos, Madrid",1789000,0,152,2,S,INTERIOR,2ª,2,"VIVIENDA,PISO,TERRAZA,EQUIPADA,CASA,CALEFACCIÓN","Piso en venta en zona de Recoletos, Distrito SalamancaSalón - comedor con Terraza.La vivienda cuenta con dos amplias habitaciones y dos baños.La cocina está completamente equipada y el piso se vende amueblado con muebles de diseño.Además cuenta con: aire acondicionado, calefacción de gas, ascensor y portería.",https://www.idealista.com/inmueble/107179522/
