provincia,zona,titulo,PrecioActual,PrecioAnterior,metros,habitaciones,ascensor,localizacion,planta,baños,tags,descripcion,Enlace
madrid,moratalaz,"Piso en calle de la Hacienda de Pavones, Fontarrón, Madrid",315000,0,100,4,N,EXTERIOR,BAJO,2,"REFORMADO,HOGAR,APARTAMENTO","Descubre este espacioso apartamento de 100 m² en Fontarrón, Moratalaz, Madrid. Recientemente reformado, este hogar cuenta con cuatro cómodas habitaciones y dos baños, ideal para familias o quienes buscan espacio adicional. La unidad es accesible para personas en silla de ruedas, asegurando comodidad y facilidad para to",https://www.idealista.com/inmueble/107141242/
madrid,centro,"Piso en ronda de Valencia, Lavapiés-Embajadores, Madrid",565000,0,84,3,S,EXTERIOR,1ª,0,"VIVIENDA,PISO,EXCLUSIVO,EXTERIOR","¡SOMOS PROPIETARIOS! Disfruta de todas las ventajas de comprar directamente a la propiedad.Exclusivo piso ubicado en el barrio de Lavapiés-Embajadores, en Madrid.La vivienda está ubicada en la planta 1 exterior con ascensor. Dispone de una superficie total de 84 m², distribuidos en salón y comedor, cocina abierta e",https://www.idealista.com/inmueble/107162783/
madrid,hortaleza,"Piso en calle de Chucurí, Pinar del Rey, Madrid",152000,0,84,3,N,EXTERIOR,3ª,0,"VIVIENDA,PISO,TERRAZA","PISO OCUPADO POR PERSONA SIN JUSTO TÍTULOESTE INMUEBLE DEBIDO A SU ESTADO OCUPACIONAL NO ADMITE VISITASIDEAL PARA INVERSORESPiso de 78 m², según Catastro, y 6 m² de elementos comunes. La vivienda consta de vestíbulo, comedor, tres dormitorios, pasillo, cocina, cuarto de baño y dos terrazas, una de ellas tendedero. (La",https://www.idealista.com/inmueble/99561103/
madrid,arganzuela,"Piso en paseo de las Delicias, Delicias, Madrid",189990,0,45,1,N,EXTERIOR,BAJO,0,"REFORMADO,REFORMADA,EQUIPADA,CASA,APARTAMENTO","CASA NOVA REAL ESTATEFINANCIAMOS HASTA UN 100% (según perfil)Listo para rentabilizar.Estupendo apartamento de 45m2 aproximadamente, totalmente reformado, cuenta con salón comedor que comparte con estancia de dormitorio; cocina totalmente reformada y equipada; cuarto de baño con plato de ducha y mampara de cristal",https://www.idealista.com/inmueble/106960061/
madrid,san-blas,"Chalet adosado en calle de Toscana, Arcos, Madrid",848000,888000,228,5,,,,0,"VIVIENDA,EXCLUSIVA,CHALET,PRESTIGIOSO","Vivienda Madrid se complace en presentar este excelente chalet adosado en exclusiva. Está ubicado en el prestigioso barrio de Las Rosas, en Madrid, en una zona residencial muy tranquila, pero cercana a servicios públicos, espacios recreativos y zonas comerciales.Cuenta con 226 m2 de construcción distribuida en tres pl",https://www.idealista.com/inmueble/106507281/
madrid,san-blas,"Piso en calle de Nicolasa Gómez, 68, Canillejas, Madrid",230000,0,85,3,N,EXTERIOR,3ª,0,"PISO,TERRAZA,CALEFACCIÓN,ABSTENERSE_AGENCIAS,SOLO_PARTICULARES","Abstenerse agencias. Piso de 80m2, con tres dormitorios, cocina, comedor, cuarto de baño y terraza de 7 m2. Cocina de madera, con encimera de granito. Puertas de roble. Calefacción de gas natural. Muy buena orientación, muy luminosa. Para entrar a vivir.Con todos los servicios cerca, supermercados, colegios, centro m",https://www.idealista.com/inmueble/107280612/
madrid,barrio-de-salamanca,"Piso en Castellana, Madrid",899000,0,62,1,S,EXTERIOR,3ª,0,"PISO,REFORMADO,LUMINOSO,EXCLUSIVO,INMOBILIARIA,ESTRENAR,EXTERIOR","""Inmobiliaria Del Río le oferta exclusivo piso con reforma integral a estrenar en Barrio Salamanca""Características del Inmueble:- Tercera planta,- Totalmente exterior y con muchísima luz natural,- Reformado totalmente,- Un dormitorio,- Un cuarto de baño completo,- Cocina estilo americano,- Luminoso salón,- A",https://www.idealista.com/inmueble/103790848/
madrid,carabanchel,"Piso en calle Francisco García, Vista Alegre, Madrid",295000,310000,93,3,S,EXTERIOR,1ª,1,"PISO,REFORMADO,LUMINOSO,FINCA,INMOBILIARIA,REFORMADA,AMUEBLADA,EXTERIOR","HERGON INMOBILIARIA”. vende excelente piso zona: VISTA ALEGRE ( 0% HONORARIOS AL COMPRADOR) exterior y muy luminoso situado en una finca tranquila.Construida en 1959.Dispone de 93 m² construidos, y está distribuido en 3 dormitorios, 1 baño REFORMADO Y cocina REFORMADA.Salón comedor ( cocina amueblada GRANDE). La c",https://www.idealista.com/inmueble/106301186/
madrid,centro,"Piso en Malasaña-Universidad, Madrid",1420000,0,107,2,S,EXTERIOR,8ª,0,"VIVIENDA,VISTAS,LUJO,ESPECTACULAR,GARAJE,EXTERIOR","Vivienda de lujo con vistas espectaculares y garaje en Gran VíaEngel & Völkers presenta en una de las calles más emblemáticas de Madrid, esta magnífica vivienda de 107 m2 construidos. La propiedad situada en una octava planta exterior destaca por sus espectaculares vistas al skyline de Madrid, su luminosidad y por su",https://www.idealista.com/inmueble/101197036/
madrid,vicalvaro,"Piso en avenida Provisional Ahijones Nueve, 90, Los Ahijones, Madrid",360000,0,110,3,S,EXTERIOR,1ª,2,"PISO,ESPECTACULAR,HOGAR,METRO,NUEVO","¡Descubre tu nuevo hogar en este espectacular piso!Situado en una ubicación inmejorable, a escasos metros de la Línea 9, este inmueble ofrece comodidad y modernidad en cada rincón. Con 3 dormitorios y 2 baños, disfrutarás de un espacio ideal para toda la familia.La climatización mediante aerotermia garantiza un ambie",https://www.idealista.com/inmueble/107078986/
madrid,moratalaz,"Piso en calle de la Encomienda de Palacios, 4, Fontarrón, Madrid",232000,0,82,3,S,EXTERIOR,1ª,0,INTERIOR,Rentabilidad.No se puede visitar. Inmueble alquilado y sin acceso interior.finalizacion 13/06/2025.,https://www.idealista.com/inmueble/107145166/
madrid,barrio-de-salamanca,"Piso en calle del Conde de Aranda, Recoletos, Madrid",4650000,0,293,4,N,EXTERIOR,5ª,0,"EXCLUSIVA,LUJO,INMOBILIARIA,ESTUDIO","Álvora Capital Properties, estudio de arquitectura y consultora inmobiliaria de alta calidad en la gestión de activos prime en Madrid, les ofrece esta maravillosa propiedad de corte clásico ubicada en una de las más exclusivas calles de Recoletos, en la calle Conde de Aranda.Descubre el máximo lujo en este extraordin",https://www.idealista.com/inmueble/106608301/
madrid,chamartin,"Ático en calle de Herreros de Tejada, 20, Bernabéu-Hispanoamérica, Madrid",1350000,0,100,3,S,EXTERIOR,7ª,0,"VIVIENDA,REFORMADO,TERRAZA,ÁTICO,VISTAS,METRO,PORTERO","Ático recién reformado para entrar con una amplia terraza, muy soleado con vistas a Castellana. Dispone de portero físico y ascensor principal y montacargas. La vivienda es esquina Paseo de la Habana y próxima a la estación de metro de Santiago Bernabéu.NO SE ADMITEN AGENCIAS.",https://www.idealista.com/inmueble/106586719/
madrid,barrio-de-salamanca,"Piso en calle de Goya, Recoletos, Madrid",1349000,0,120,2,S,INTERIOR,1ª,0,"VIVIENDA,EXCLUSIVA,OPORTUNIDAD,HOGAR,PRESTIGIOSO,GOYA,NUEVO","¡Descubre tu nuevo hogar en el corazón del prestigioso barrio de Salamanca! Esta vivienda única, ubicada en Goya, te ofrece la oportunidad de vivir en una de las zonas más exclusivas de Madrid. Situada en la primera planta de un edificio histórico construido en 1930, esta propiedad de 120 m² combina el encanto clásico",https://www.idealista.com/inmueble/106151448/
madrid,centro,"Piso en calle de Alberto Aguilera, Malasaña-Universidad, Madrid",1150000,0,138,3,S,EXTERIOR,3ª,0,"VIVIENDA,PISO,ÁTICO,FINCA,OPORTUNIDAD,EXTERIOR","Piso Exterior en Edificio Clásico e Icónico de MadridEngel & Völkers presenta esta excepcional oportunidad de adquirir una vivienda en uno de los edificios más emblemáticos del centro de Madrid. Se trata de una finca clásica, construida en la primera mitad del siglo XX, que conserva todo su encanto arquitectónico orig",https://www.idealista.com/inmueble/106968963/
madrid,centro,"Piso en Chueca-Justicia, Madrid",1675000,0,220,3,S,EXTERIOR,2ª,0,"VIVIENDA,PISO,REFORMADO,EXCLUSIVO,BALCONES,EXTERIOR","VERALTIA le ofrece este exclusivo piso de 220 m2, recien reformado y exterior con dos balcones y un maravilloso mirador. La vivienda se encuentra en la segunda planta de un edificio representativo con fachada clásica de principios del siglo XX.La joya de la vivienda se encuentra en la parte exterior, que cuenta con",https://www.idealista.com/inmueble/105337310/
madrid,tetuan,"Piso en calle de Olite, Bellas Vistas, Madrid",349970,0,69,2,S,EXTERIOR,2ª,0,"PISO,HOGAR,NUEVO","¡Descubre tu nuevo hogar! Este encantador piso de 69 m², ubicado en la segunda planta de un edificio con ascensor, te ofrece la combinación perfecta de comodidad y potencial. Originalmente de tres dormitorios, ha sido transformado en dos para crear un espacioso salón independiente, ideal para disfrutar de momentos de r",https://www.idealista.com/inmueble/107264773/
madrid,centro,"Piso en calle de Isabel la Católica, Palacio, Madrid",725000,0,97,3,N,EXTERIOR,5ª,2,"VIVIENDA,PISO,AMPLIO,EQUIPADA,SUITE,EXTERIOR","El piso se encuentra en una quinta planta exterior muy luminosa y se distribuye en tres dormitorios, cada uno con una cama de tamaño matrimonial, y dos baños de diseño, uno de ellos en suite.La vivienda, además, tiene un amplio salón-comedor con cocina totalmente equipada con horno, microondas, lavavajillas, cafeter",https://www.idealista.com/inmueble/105198338/
madrid,chamartin,"Piso en calle de Alfonso Rodríguez Santamaría, El Viso, Madrid",900000,0,110,2,S,EXTERIOR,2ª,0,"VIVIENDA,EXCLUSIVA,EXTERIOR","POSIBILIDAD DE ALQUILER CON OPCIÓN A COMPRA, entregando un 15% del valor del inmueble al inicio y durante el plazo de 18 meses, una renta mensual de 4.000, 00€ a cuenta del precio.Altor Asesores pone a su disposición exclusiva vivienda en el Barrio del Viso, completamente exterior con ascensor en una de las mejores z",https://www.idealista.com/inmueble/103279751/
madrid,tetuan,"Piso en calle de Orense, 44, Cuzco-Castillejos, Madrid",510000,0,53,1,S,EXTERIOR,4ª,0,"PISO,REFORMADO,VISTAS,INMOBILIARIA,CALEFACCIÓN","ABSTÉNGASE INMOBILIARIAS!ABSTÉNGASE INMOBILIARIAS!ABSTÉNGASE INMOBILIARIAS!Piso reformado integral, con materiales de alta calidad, en la Calle Órense.1 dormitorio1 Salón y cocina abierta integrada.1 baño1 balcón con vistas a la Calle Orense.En la zona hay aparcamiento para los residentes.La calefacción es",https://www.idealista.com/inmueble/103002971/
madrid,hortaleza,"Piso en calle de Isabel Clara Eugenia, 62, Sanchinarro, Madrid",445000,0,85,1,S,EXTERIOR,5ª,0,"PISO,AMPLIO,LUMINOSO,VISTAS,EXCLUSIVA,LUJO,ESPECTACULAR,PISCINA,ELEGANTE,GARAJE,URBANIZACIÓN,MODERNO,INTERIOR","Elegante piso de lujo en urbanización exclusivaDiseño moderno, luminosidad excepcional y acabados de alta gama definen este espectacular piso. Incluye plaza de garaje y trastero.Características Principales:1 Amplio Dormitorio: Espacioso, luminoso y con vistas tranquilas al interior de la urbanización y la piscina.",https://www.idealista.com/inmueble/107258748/
madrid,barajas,"Ático en calle del Galeón, 28, Alameda de Osuna, Madrid",538000,0,110,2,S,EXTERIOR,4ª,2,"TERRAZA,AMPLIO,ÁTICO,SUITE,SOLO_PARTICULARES","NO AGENCIAS. Bonito ático ubicado en el barrio de Alameda de Osuna, en Madrid.Tiene una superficie de 110 m² construidos, consta de 2 dormitorios amplios (uno de ellos en suite y con vestidor), 2 baños completos con ventana, salón- comedor con salida a una estupenda terraza de 22 m2. cocina independiente totalmente eq",https://www.idealista.com/inmueble/107285597/
madrid,centro,"Ático en angel, 9, Palacio, Madrid",498000,0,69,2,S,EXTERIOR,3ª,1,"VIVIENDA,TERRAZA,LUMINOSO,METRO,ABSTENERSE_AGENCIAS,SOLO_PARTICULARES","ABSTENERSE AGENCIAS. Propietario vende luminoso Atico duplex con terraza de 14 metros cuadrados y 42 metros de superficie útil de vivienda. Luz todo el día a través de sus siete aberturas (4 ventanas, un velux, una tronera y la puerta de salida a la terraza de doble hoja), tiene una habitación principal con baño en sui",https://www.idealista.com/inmueble/32049934/
madrid,fuencarral,"Piso en calle de Joaquín Lorenzo, Peñagrande, Madrid",474000,0,77,1,S,,,0,"VIVIENDA,TERRAZA,EXCLUSIVA,ESTUDIO","VIVIENDAS EXCLUSIVAS JUNTO A PUERTA DE HIERRO. EN CONSTRUCCIÓN.Neinor Panoramic Homes, es conjunto residencial de arquitectura icónica y singular, formado por dos torres de 16 plantas de altura que albergan 240 exclusivas viviendas de obra nueva de 1, 2 y 3 dormitorios con amplias terrazas y estudios. En una urbaniza",https://www.idealista.com/inmueble/105723770/
madrid,moncloa,"Casa o chalet independiente en Ciudad Universitaria, Madrid",2990000,0,602,7,,,,0,"VIVIENDA,PARCELA,METRO",David Salcedo de GV | PUERTA DE HIERRO comercializa el siguiente inmueble:Fantástica vivienda unifamiliar de 602 metros cuadrados sobre una parcela de 1.074 metros cuadrados en la mejor zona de la Colonia Puerta de Hierro. Con una sólida construcción y amplias y luminosas estancias. Dispone de zona de barbacoa y pisc,https://www.idealista.com/inmueble/102588935/
madrid,chamberi,"Ático en calle de Alfonso X, Almagro, Madrid",1150000,1190000,100,2,S,EXTERIOR,6ª,0,"PISO,EXCLUSIVA,METRO,PORTERO","""Castellana Consulting, pone a su disposición, piso en venta en Chamberi- Almagro. una zona exclusiva de Madrid.Dispone de todos los servicios centrales, portero físico. A un paso del Paseo de la Castellana. Zona muy bien comunicada tanto por autobuses como estaciones de Metro. Zona de comercios, bancos, y colegios pr",https://www.idealista.com/inmueble/83207993/
madrid,centro,"Piso en calle de la Cabeza, Lavapiés-Embajadores, Madrid",480000,0,110,3,N,EXTERIOR,3ª,0,"VIVIENDA,VISTAS,EXCLUSIVA,FINCA,INMOBILIARIA,CASA,VENTANALES","""Agencia inmobiliaria de MADRID zona TIRSO DE MOLINA - HUERTAS Oficina Tecnocasa¡VENDE EN EXCLUSIVA!  Excepcional vivienda con grandes VENTANALES, BALCÓN a calle tranquila y amplias VISTAS. Tercera planta muy luminosa con orientación sur en bonita finca antigua en proceso de rehabilitación integral. Actualmente el inm",https://www.idealista.com/inmueble/106691668/
madrid,tetuan,"Piso en Valdeacederas, Madrid",225000,0,55,2,N,EXTERIOR,1ª,0,"VIVIENDA,PISO,EXCLUSIVA,PARQUE,EXTERIOR","Redpiso Vende en exclusiva, 1º planta exterior, muy luminosa, en buen estado y para entrar a vivir. la vivienda esta ubicada en valdeacederas a 100 mts del Parque Rodriguez Sahagún colindando con el paseo de la dirección junto a las torres Sky Line. Dispone de muy buena comunicación contando con parada de autobús a esc",https://www.idealista.com/inmueble/106852167/
madrid,usera,"Piso en calle Nicolás Godoy, Almendrales, Madrid",235750,0,72,2,S,EXTERIOR,BAJO,2,"PISO,AMPLIO,HOGAR,FUNCIONAL,NUEVO","¡Descubre tu nuevo hogar en el vibrante corazón de Madrid! Este funcional piso, ubicado en los bajos del edificio, te ofrece comodidad y estilo en cada rincón. Con 72 m² construidos, se distribuye en dos acogedoras habitaciones, un amplio salón-comedor, cocina moderna, dos baños y un encantador balcón donde podrás disf",https://www.idealista.com/inmueble/106618914/
madrid,centro,"Piso en calle de Santa Isabel, 9, Lavapiés-Embajadores, Madrid",596000,0,76,1,S,INTERIOR,3ª,0,"VIVIENDA,ÁTICO,ELEGANTE,JARDÍN,PATIO,INTERIOR","ÚLTIMAS VIVIENDAS DISPONIBLES. ENTREGA FINAL 2024Emblemático edificio de 1880 de arquitectura clásica, compuesto por 18 únicas viviendas de 1 y 2 dormitorios. Elegante portal, jardín privado, patio interior con fuentes, gimnasio, cuarto bicicletas y sala zen para la práctica de yoga o descanso.En el centro más cast",https://www.idealista.com/inmueble/104162935/
madrid,hortaleza,"Piso en calle Dulce Chacón, 25, Virgen del Cortijo - Manoteras, Madrid",553000,0,87,2,S,EXTERIOR,1ª,0,VIVIENDA,"Un edificio que formará parte del conjunto arquitectónico más importante del cielo de Madrid, un rascacielos de más de 20 plantas y un proyecto constructivo singular.Calidades de excelencia. Sky Pryconsa cuenta con acabados de primera calidad y tecnologías eficientes con gran impacto en el uso de la vivienda: domótic",https://www.idealista.com/inmueble/106787667/
madrid,moncloa,"Casa o chalet independiente en calle Valdivieso, 8, Aravaca, Madrid",480000,0,126,3,,,,0,"VIVIENDA,CASA,PATIO,INTERIOR","Casa baja e independiente y con características diferenciadoras ya que es de las pocas que quedan de este tipo en el centro de Aravaca (distrito Moncloa), a pocos km de Madrid centro. El acceso a principal a la vivienda se realiza a través de un patio de servidumbre con entrada independiente. El interior se distribuye",https://www.idealista.com/inmueble/107256419/
madrid,hortaleza,"Piso en calle de Gualanday, Pinar del Rey, Madrid",750000,0,320,8,S,EXTERIOR,BAJO,0,"OPORTUNIDAD,APARTAMENTO","HUSPY presenta esta MAGNÍFICA OPORTUNIDAD PARA INVERSORES.Presentamos la ocasión de adquirir 8 APARTAMENTOS con una RENTABILIDAD de más del 8%. ¡Ideal para alquiler vacacional o media-larga estancia!Se encuentran ubicados en un entorno privilegiado, en una zona residencial con todos los servicios y dotaciones muy",https://www.idealista.com/inmueble/105223232/
madrid,barrio-de-salamanca,"Piso en calle del Conde de Peñalver, Goya, Madrid",1650000,0,153,2,S,EXTERIOR,4ª,0,"PISO,AMPLIO,LUMINOSO,FINCA,MODERNO,FUNCIONAL","Lucas Fox presenta este piso ubicado en una finca clásica, que combina una tradicional arquitectura madrileña con un diseño moderno y funcional, gracias a una reforma integral reciente.El inmueble dispone de un salón amplio y luminoso con una cocina abierta de planta abierta, ideal para disfrutar de un espacio integ",https://www.idealista.com/inmueble/106747384/
madrid,barrio-de-salamanca,"Piso en calle de Diego de León, Lista, Madrid",2259000,0,197,3,S,EXTERIOR,3ª,0,"VIVIENDA,PISO,PRESTIGIOSO,INTERIOR","AGORA GESTORES INMOBILIARIOS pone a la venta esta excepcional vivienda en Diego de León, situada en el prestigioso barrio de Lista, Madrid, está disponible para aquellos que buscan el máximo confort y estilo de vida. Este tercer piso interior, actualmente en obras, cuenta con 197 m² catastrales diseñados para ofrecer l",https://www.idealista.com/inmueble/107292663/
madrid,centro,"Piso en calle de Moratín, Huertas-Cortes, Madrid",899000,975000,199,5,N,EXTERIOR,1ª,0,"INMOBILIARIA,CASA,REFORMAR,ESTUDIO","'Agencia inmobiliaria de Madrid zona Huertas-Cortes Tecnocasa Estudio Huertas-Cortes Slu.¡VENDE! PLANTA COMPLETA A REFORMAR a un minuto andando de Paseo del Prado.¡IDEAL PARA VIVIR E INVERTIR! Cuenta con un total de 13 VENTANAS, 5 DORMITORIOS, 3 BAÑOS y muchas posibilidades de distribución.En la distribución actu",https://www.idealista.com/inmueble/106396351/
madrid,centro,"Piso en calle del Sacramento, Palacio, Madrid",875000,0,159,3,S,EXTERIOR,1ª,0,"VIVIENDA,EXCLUSIVA,INMOBILIARIA,PRESTIGIOSO,METRO","Inmobiliarias Encuentro VENDE en exclusiva una Vivienda excepcional situada en el prestigioso Barrio Palacio, una de las zonas más exclusivas y emblemáticas de Madrid.Esta propiedad, ubicada en pleno Casco Histórico y a escasos metros del majestuoso Palacio Real, reúne todo lo necesario para disfrutar de una vida cóm",https://www.idealista.com/inmueble/107004974/
madrid,hortaleza,"Piso en calle de Oña, Virgen del Cortijo - Manoteras, Madrid",300000,0,109,4,S,EXTERIOR,1ª,0,"PISO,AMPLIO,OPORTUNIDAD","OPORTUNIDAD UNICA PRECIO INMEJORABLE, PISO OCUPADO NO SE PUEDE VISITAR, PROPIO INVERSORES. Pero si puedes seguirnos en nuestro Instagram @housebox_re, para conocer más inmuebles de tu interés.Inmueble, propio empresas inversoras. Es un inmueble amplio, consta de cuatro dormitorios, una cocina, un cuarto de baño, un cu",https://www.idealista.com/inmueble/102474405/
madrid,barrio-de-salamanca,"Ático en calle de Don Ramón de la Cruz, Goya, Madrid",1769000,0,162,2,S,EXTERIOR,6ª,0,"TERRAZA,ÁTICO,LUMINOSO,LUJO,FINCA,SUITE,GOYA,EXTERIOR",Ático de lujo en Salamanca-Goya. Calle Don Ramón de la Cruz. 6ª Planta. Exterior. Terraza de 38m2. Muy luminoso en todas las estancias. Dormitorio Principal en Suite. Amplia zona de recibo. Cocina Independiente. Reforma de diseño con materiales de primeras marcas. Amueblado. Buena Finca y Buen Portal. Muy bien comunica,https://www.idealista.com/inmueble/104511481/
madrid,centro,"Estudio en calle de Velarde, 9, Malasaña-Universidad, Madrid",308500,316500,33,,S,EXTERIOR,5ª,0,"PISO,ÁTICO,OPORTUNIDAD,REFORMAR","Fives Real Estate presenta esta increíble oportunidad en la Calle Velarde, situada en el emblemático barrio de Malasaña, conocido por su vibrante vida cultural y su encanto histórico. Este piso de casi 35 m², actualmente para reformar, ofrece un enorme potencial tanto para inversión como para alquiler, con una demanda",https://www.idealista.com/inmueble/106368759/
madrid,chamberi,"Piso en Almagro, Madrid",1680000,0,186,3,S,EXTERIOR,3ª,0,"VIVIENDA,AMPLIO,REFORMADA,SUITE,IMPRESIONANTE,EXTERIOR","Magnifica vivienda exterior totalmente reformada en situada en el barrio de Almagro, consta de 186m2 distribuidos en un amplio e impresionante salón comedor cocina, laundry independiente, aseo de cortesía, 3 dormitorios dobles con baños en suite. Las calidades de la reforma son inmejorables, suelos de áreas sociales y",https://www.idealista.com/inmueble/106562182/
madrid,vicalvaro,"Piso en Cerro del Campo, 31, El Cañaveral, Madrid",375000,0,94,3,S,EXTERIOR,BAJO,0,"VIVIENDA,TERRAZA,EXCLUSIVA,OPORTUNIDAD,HOGAR,METRO",">>> Bajo con Terraza de más de 120 metros (Incluyendo Tendedero) <<<Promoción de Viviendas en Régimen de Cooperativa “LAS TERRAZAS DEL CAÑAVERAL” en El Cañaveral, Madrid¡Tu futuro Hogar!Descubre una oportunidad única de vivir en una de las zonas más prometedoras de Madrid. Presentamos una exclusiva promoción de vi",https://www.idealista.com/inmueble/100138568/
madrid,barrio-de-salamanca,"Piso en calle de Lagasca, Castellana, Madrid",2800000,0,281,4,S,EXTERIOR,ENTREPLANTA,0,"PISO,REFORMADO,FINCA,ESTRENAR","Piso totalmente reformado, a estrenar, en la calle Lagasca junto a José Ortega y Gasset y Serrano. Situado en la Milla de Oro de Madrid.Ubicado en un edificio de mitad del S. XX, cuenta con zonas comunes muy bien cuidadas, ascensor y servicio de portería en finca.Se encuentra en la entreplanta, cuenta con 281 m2 di",https://www.idealista.com/inmueble/106678179/
madrid,fuencarral,"Chalet adosado en avenida del Padre Cipriano, 17, El Pardo, Madrid",815000,825000,187,6,,,,0,"VIVIENDA,CASA,HOGAR","¡Tu hogar en El Pardo, Madrid! Naturaleza y ciudad al alcance de tu mano¿Buscas una vivienda donde la tranquilidad de la naturaleza y la cercanía a Madrid se unan? Esta casa en El Pardo, una de las zonas más privilegiadas por su entorno natural y su proximidad al centro de la capital, es ideal para hacer realidad tus",https://www.idealista.com/inmueble/107066279/
madrid,fuencarral,"Piso en Tres Olivos - Valverde, Madrid",269000,0,84,3,N,EXTERIOR,4ª,0,"VIVIENDA,PISO,AMPLIO,EXTERIOR","ATENCIÓN! Venta de piso acogedor ideal para Inversores a precio muy competitivoVivienda muy acogedora de 3 dormitorios, salón, cocina con tendedero amplio, baño totalmente exterior que brinda mucha luz natural para entrar a vivir.Entorno Distrito FuencarralVivir o Invertir en el Distrito de Fuencarral siempre e",https://www.idealista.com/inmueble/104920382/
madrid,tetuan,"Piso en calle San Valeriano, Bellas Vistas, Madrid",209000,0,52,1,S,EXTERIOR,BAJO,0,"VIVIENDA,PISO,REFORMADA,EQUIPADA,AMUEBLADA,EXTERIOR","""HONORARIOS DEL COMPRADOR INCLUIDOS EN EL PRECIO""""PISO YA"" les presenta esta vivienda completamente reformada hace 4 años.IDEAL PARA PISO TURISTICO POR TENER ENTRADA DESDE EL EXTERIOR.Se compone de:Salon-comedor.Cocina americana amueblada y equipada.1 baño en el planta calle.1 dormitorio completo en la planta in",https://www.idealista.com/inmueble/98515579/
madrid,moncloa,"Piso en calle del Carril de los Caleros, Aravaca, Madrid",1335000,0,195,3,S,EXTERIOR,2ª,0,"VIVIENDA,PISO,TERRAZA,AMPLIO,ESPECTACULAR,CASA,SUITE,IMPRESIONANTE,METRO,NUEVO,EXTERIOR","Bonito piso con terraza en AravacaEngel&Völkers presenta esta espectacular vivienda en segunda planta, con una impresionante terraza perimetral de más de 130 metros, uno de los mayores atractivos de la casa. Este generoso espacio exterior, que rodea la propiedad, le ofrece a los nuevos propietarios la posibilidad de personalizarla a su gusto.Con una distribución pensada para aprovechar al máximo cada metro cuadrado, la casa cuenta con 3 dormitorios: la habitación principal cuenta con un amplio vestidor y baño en suite, y dos habitaciones adic",https://www.idealista.com/inmueble/106611139/
madrid,fuencarral,"Casa o chalet independiente en Fuentelarreina, Madrid",2900000,0,738,6,,,,0,"LUJO,EXCLUSIVO,CHALET,REFORMADA,ELEGANTE,PARCELA","GILMAR MIRASIERRA & PUERTA DE HIERRO presenta este magnífico chalet independiente se encuentra en el exclusivo barrio de Fuentelarreina. Esta propiedad ofrece un ambiente lujoso y elegante en cada uno de sus rincones, reformada en 2005.Sobre una parcela de casi 1250 m² y una superficie construida de aproximadamente 70",https://www.idealista.com/inmueble/106894241/
madrid,barrio-de-salamanca,"Piso en calle del General Díaz Porlier, Goya, Madrid",320000,325000,59,2,,EXTERIOR,SÓTANO,0,"GOYA,METRO","UN BAJO SIN COMPLEJOSSi, soy un bajo, pero situado en un zona esplendida y preferente como es la zona de GOYA, residencial y comercial consolidadaSin duda una sitio privilegiado.Tengo todos los servicios a un paso. A dos minutos del metro, en la confluencia de las calles mas representativas como son ACALA, GOYA Y",https://www.idealista.com/inmueble/106644983/
madrid,centro,"Estudio en calle de la Cava Baja, 39, Palacio, Madrid",399000,430000,66,,N,EXTERIOR,5ª,0,"VIVIENDA,PISO,CASA,HOGAR,NUEVO,ESTUDIO","¡Descubre tu nuevo hogar en el corazón de Madrid! Este encantador estudio en La Latina te ofrece una experiencia única de vida urbana. Ubicado en la icónica calle Cava Baja, a un paso del famoso restaurante Casa Lucio, este piso de 66 m² construidos y 58 m² útiles combina historia y modernidad. La vivienda, situada en",https://www.idealista.com/inmueble/107011376/
madrid,fuencarral,"Piso en calle de Ginzo de Limia, 36, La Paz, Madrid",365000,0,70,2,S,EXTERIOR,3ª,0,"INMOBILIARIA,OPORTUNIDAD,METRO","ABSTENERSE INMOBILIARIAS E INTERMEDIARIOSEXCELENTE OPORTUNIDAD para adquirir esta propiedad en perfecto estado para entrar a vivir en una de las mejores zonas del Barrio de la Paz, an la avenida principal Ginzo de Limia con una ubicación inmejorable junto al Centro Comercial La Vaguada, teniendo el metro a solo unos",https://www.idealista.com/inmueble/106993819/
madrid,hortaleza,"Estudio en Fuerzas Armadas, 400, Valdebebas - Valdefuentes, Madrid",198800,0,21,,S,EXTERIOR,4ª,0,NUEVO,"Invierta en Obra Nueva en Madrid, uno de los destinos europeos más populares, con excelente clima y oferta de servicios.Modalidad Condo HotelEl Hotel101-Madrid está situado en Valdebebas, un nuevo desarrollo urbanístico en la ciudad de Madrid que se encuentra junto al aeropuerto de Madrid-Barajas. Valdebebas es el",https://www.idealista.com/inmueble/105352334/
madrid,tetuan,"Piso en Valdeacederas, Madrid",375000,0,72,2,S,EXTERIOR,2ª,0,"AMPLIO,HOGAR,AMUEBLADA,VENTANALES,ELECTRODOMÉSTICOS","¿Te imaginas disfrutando de tu hogar en propiedad en una excelente ubicación en Chamartín? ¡Testa lo hace realidad!75 m² distribuidos en salón-comedor con amplios ventanales que aportan luminosidad a la estancia y con acceso a la cocina de concepto semi-abierto, totalmente amueblada, y con electrodomésticos de excel",https://www.idealista.com/inmueble/107277436/
